"gender","age","education","income","fin_status","region","settlement_type","pol_interest","voted_binary","evote_awareness","evote_knowledge","evote_definition_correct","digital_skills_index","digital_trust_index","deliberation_index","civic_duty_index","electoral_responsibility_index","perc_accessibility","perc_security","perc_transparency","perc_anonymity","institutional_trust_index","electoral_integrity_index","evote_willingness","disinfo_personal_impact"
"Жіноча","45-60 років","Магістр","Від 201 до 400 тис. гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Центр України (Вінницька, Кіровоградська, Полтавська, Черкаська, Сумська обл.)","Село","Зовсім не цікавлюся",1,"Так, чув/чула, але маю загальне уявлення",2,1,5,2.4,3.2,2.6,2.9,1,3,1,1,3,1,"Не знаю / залежить від умов",NA
"Жіноча","45-60 років","Професійна освіта / коледж","Від 201 до 400 тис. гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Захід України (Закарпатська, Івано-Франківська, Львівська, Тернопільська, Хмельницька, Чернівецька обл.)","Селище міського типу","Певною мірою цікавлюся",1,"Так, чув/чула, але маю загальне уявлення",2,0,3.75,3,3.9,4.2,4.05,4,3.5,4.5,4,3,3,"Так",NA
"Жіноча","35-44 роки","Професійна освіта / коледж","Менше ніж 100 тис. гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Південь України (Миколаївська, Одеська, Херсонська обл.)","Село","Радше цікавлюся",1,"Ні, зустрічаю це поняття вперше",1,0,4.5,5,3.3,4.8,4.05,4.33333333333333,3.25,4,3,2.2,4,"Так",NA
"Жіноча","25-34 роки","Магістр","Від 201 до 400 тис. гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Захід України (Закарпатська, Івано-Франківська, Львівська, Тернопільська, Хмельницька, Чернівецька обл.)","Селище міського типу","Певною мірою цікавлюся",1,"Так, чув/чула, але маю загальне уявлення",2,1,5,4,4.8,5,4.9,4.66666666666667,3.25,4.5,4,3.4,3.25,"Так",NA
"Жіноча","35-44 роки","Бакалавр","Від 201 до 400 тис. гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Північ України (Волинська, Житомирська, Київська, Рівненська, Чернігівська обл., м. Київ)","Село","Певною мірою цікавлюся",1,"Так, чув/чула, але маю загальне уявлення",2,1,4.5,4.6,2.7,3.8,3.25,3.33333333333333,2.75,4,4,2,2,"Так",NA
"Жіноча","45-60 років","Магістр","Від 401 до 600 тис. гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Схід України (Дніпропетровська, Донецька, Луганська, Харківська, Запорізька обл.)","Місто (понад 100 тис. мешканців)","Певною мірою цікавлюся",1,"Так, чув/чула, але маю загальне уявлення",2,1,4.75,4.8,4.5,4.8,4.65,5,3.5,4.5,4,4,4.25,"Так",NA
"Жіноча","35-44 роки","Магістр","Понад 1 мільйон гривень","Можемо купувати дорогі речі","Північ України (Волинська, Житомирська, Київська, Рівненська, Чернігівська обл., м. Київ)","Місто (понад 100 тис. мешканців)","Певною мірою цікавлюся",1,"Так, чув/чула, але маю загальне уявлення",2,1,5,3.4,4.1,4.6,4.35,4,3.5,3.5,3,2.2,4,"Так",NA
"Чоловіча","35-44 роки","Магістр","Від 601 до 800 тис. гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Північ України (Волинська, Житомирська, Київська, Рівненська, Чернігівська обл., м. Київ)","Місто (понад 100 тис. мешканців)","Дуже цікавлюся",1,"Так, добре знайомий/а з темою",3,1,3,4.2,4.8,4.4,4.6,5,3.25,4.5,4,2,5,"Так",NA
"Жіноча","45-60 років","Магістр","Від 201 до 400 тис. гривень","Не вистачає на базові потреби","Захід України (Закарпатська, Івано-Франківська, Львівська, Тернопільська, Хмельницька, Чернівецька обл.)","Селище міського типу","Радше цікавлюся",1,"Так, добре знайомий/а з темою",3,1,4.75,4.6,4,5,4.5,4.33333333333333,4,4.5,3,4,5,"Так",NA
"Жіноча","35-44 роки","Магістр","Від 201 до 400 тис. гривень","Вистачає на харчування та одяг, але дорогі покупки недоступні","Захід України (Закарпатська, Івано-Франківська, Львівська, Тернопільська, Хмельницька, Чернівецька обл.)","Село","Радше цікавлюся",1,"Так, чув/чула, але маю загальне уявлення",2,1,5,5,4.4,5,4.7,5,3.5,5,5,4,5,"Скоріше так",NA
